date,state,cases_unvax_capita,cases_pvax_capita,cases_fvax_capita,cases_boost_capita,deaths_unvax_capita,deaths_pvax_capita,deaths_fvax_capita,deaths_boost_capita
2021-05-24,Malaysia,26.406961854902235,23.96690044906403,16.359014655999285,,0.281590825466967,0.47303092991573736,0.0,
2021-05-25,Malaysia,28.305576113304088,20.655730932547236,18.810238767356875,,0.3138587562064448,0.4426228056974407,0.0,
2021-05-26,Malaysia,26.21335263574341,21.901404619382884,15.509730670155232,,0.376976822702011,0.9764957473610203,0.0,
2021-05-27,Malaysia,26.90824813850494,20.532205648396175,18.881156605707503,,0.2564833016546458,0.8158492310620996,0.0,
2021-05-28,Malaysia,25.45910945063246,21.486979561853627,18.206608594328436,,0.4599414034651985,0.40288086678475554,0.0,
2021-05-29,Malaysia,24.401559548460416,18.062827225130892,16.70958604695663,,0.33445367782664764,0.13089005235602094,0.0,
2021-05-30,Malaysia,20.74953777608872,16.374365493337134,14.277574913492712,,0.4618051174254962,0.7499709386261282,0.0,
2021-05-31,Malaysia,20.776946064137956,21.130376882384883,15.57193781087103,,0.4041853988433394,0.8599571987017104,0.0,
2021-06-01,Malaysia,24.79477888762629,20.517774841456223,14.81940869313986,,0.39190424266419055,0.9379554213237131,0.0,
2021-06-02,Malaysia,23.746862111702985,17.147554150316566,13.378917215560636,,0.38906771000284385,0.2212587632298912,0.0,
2021-06-03,Malaysia,21.73384759677658,14.832543609696245,14.083818507301471,,0.492278089088716,0.302704971626454,0.0,
2021-06-04,Malaysia,20.3702451413501,14.525814382017955,11.04732011375323,,0.3695282565324281,0.2740719694720369,0.0,
2021-06-05,Malaysia,18.978527892828183,14.539876674636673,10.097480395004357,,0.38466857511715247,0.5951996299558872,0.0,
2021-06-06,Malaysia,17.440579795769832,10.105206426911288,14.159960352111014,,0.3489046371519705,0.3208002040289298,0.0,
2021-06-07,Malaysia,16.34706155270493,11.308498864626713,10.043986108730516,,0.3778858406875283,0.15077998486168953,0.10917376205141867,
2021-06-08,Malaysia,22.455611366093613,8.899281835191088,9.717331282835602,,0.3329188571711519,0.14470376967790388,0.0,
2021-06-09,Malaysia,18.524105452843187,10.9400629953754,12.016823552974165,,0.41489470090358876,0.3462045251701076,0.0,
2021-06-10,Malaysia,19.83272161111095,11.120220772572402,12.420730198701632,,0.2891481879248967,0.4606008604024073,0.0,
2021-06-11,Malaysia,20.690350077866192,11.979717707409897,9.74754824792694,,0.2904744199654402,0.3152557291423657,0.0,
2021-06-12,Malaysia,17.02178079698112,9.68497793338309,7.589068283362361,,0.3780491096321362,0.24212444833457722,0.0,
2021-06-13,Malaysia,18.377416045845713,9.992877170110143,8.447499727802786,,0.32224205052909255,0.29049061541017857,0.09386110808669763,
2021-06-14,Malaysia,17.80186710826277,10.004768939861334,7.951595803019779,,0.41658791056070693,0.27791024832948147,0.0,
2021-06-15,Malaysia,20.886955761603506,11.686215078178664,9.297485566547646,,0.36138291474366596,0.2643940062936349,0.0,
2021-06-16,Malaysia,19.604563038511916,10.440201870544493,9.481814411648985,,0.3749237017933834,0.24976559498910275,0.0,
2021-06-17,Malaysia,19.75021528829962,10.046879375620543,7.832080200501252,,0.37837568991952897,0.22730496324933355,0.0,
2021-06-18,Malaysia,19.846546462616477,11.580290943058726,8.498804472298715,,0.3662279807307894,0.3418536071751654,0.0,
2021-06-19,Malaysia,17.94189764965687,11.299288063562154,7.000723699812468,,0.3182262252050627,0.1625796843678008,0.0,
2021-06-20,Malaysia,16.945469793327785,10.587169912747656,7.952070859068332,,0.32020533802628987,0.4297375241336687,0.0,
2021-06-21,Malaysia,16.787634980463267,10.948806241496802,7.655782116440966,,0.36952299559564517,0.33862287344835473,0.0,
2021-06-22,Malaysia,22.95473302795121,13.424764932366035,11.288701431407342,,0.3992578367183744,0.3579937315297609,0.0,
2021-06-23,Malaysia,23.224220160162304,14.056209142745239,10.59286057369639,,0.3769485688754928,0.4094041497886963,0.0,
2021-06-24,Malaysia,21.63543369186237,12.911896072412022,11.135562626248468,,0.37001718994145266,0.36232361427686793,0.0,
2021-06-25,Malaysia,25.128606234793597,15.365620129218465,12.324396370845653,,0.35174719225798035,0.38414050323046156,0.0,
2021-06-26,Malaysia,21.587736103780948,14.142720610865844,9.34264137233021,,0.4027562705929281,0.40496777079571805,0.0,
2021-06-27,Malaysia,18.946368002323485,12.258996176346267,8.504940498127823,,0.302536814408359,0.4551607491217673,0.07269179912929763,
2021-06-28,Malaysia,25.076424492187414,17.330856527447107,12.782739529679008,,0.4361117302989115,0.2993239469334561,0.06985103568130605,
2021-06-29,Malaysia,26.12545530520784,19.72018700396367,16.399337305467903,,0.4069214255073416,0.4619663134164257,0.06721039879290124,
2021-06-30,Malaysia,31.790526745043696,20.78297820360419,13.56808572356663,,0.4885725381704235,0.6220755380670643,0.0,
2021-07-01,Malaysia,32.08953344420984,24.04921870481258,16.681844765373423,,0.4767716033486867,0.33209507992836707,0.06490990181079152,
2021-07-02,Malaysia,32.43770423280894,25.415946929993485,16.779312632915673,,0.5323226602451188,0.29647446047712445,0.12711600479481572,
2021-07-03,Malaysia,30.227302002607292,21.05336108246827,13.605036472679968,,0.5195852818733026,0.6562768417228264,0.06212345421315054,
2021-07-04,Malaysia,25.87587864057559,18.221706026584073,13.403201345461087,,0.5408789397852135,0.49038585623951475,0.0612018326276762,
2021-07-05,Malaysia,31.43908983514655,29.221955259353763,18.830908508432163,,0.4542042984147862,0.5600026269214136,0.0,
2021-07-06,Malaysia,31.3042871067856,31.64409512464161,18.91682597377362,,0.4953956512754315,0.7225816996965406,0.0,
2021-07-07,Malaysia,40.17873652839824,33.19553194984395,23.334251402240962,,0.7288930641583027,0.7822216659757042,0.0,
